O*NET-SOC Code,Title,Tech_Skill
27-1026.00,Merchandise Displayers and Window Trimmers,Locking pliers
27-1026.00,Merchandise Displayers and Window Trimmers,Personal computers
27-1026.00,Merchandise Displayers and Window Trimmers,Screwdrivers
27-1026.00,Merchandise Displayers and Window Trimmers,Power drills
27-1026.00,Merchandise Displayers and Window Trimmers,Power saws
27-1026.00,Merchandise Displayers and Window Trimmers,Power staple guns
27-1026.00,Merchandise Displayers and Window Trimmers,Rulers
27-1026.00,Merchandise Displayers and Window Trimmers,Shears
27-1026.00,Merchandise Displayers and Window Trimmers,Domestic sewing machines
27-1026.00,Merchandise Displayers and Window Trimmers,Hammers
27-1026.00,Merchandise Displayers and Window Trimmers,Power nail guns
27-1026.00,Merchandise Displayers and Window Trimmers,Utility knives
27-1026.00,Merchandise Displayers and Window Trimmers,Document management software
27-1026.00,Merchandise Displayers and Window Trimmers,Graphics or photo imaging software
27-1026.00,Merchandise Displayers and Window Trimmers,Desktop publishing software
27-1026.00,Merchandise Displayers and Window Trimmers,Computer aided design CAD software
27-1026.00,Merchandise Displayers and Window Trimmers,Electronic mail software
27-1026.00,Merchandise Displayers and Window Trimmers,Word processing software
27-1026.00,Merchandise Displayers and Window Trimmers,Inventory management software
27-1026.00,Merchandise Displayers and Window Trimmers,Spreadsheet software
27-1026.00,Merchandise Displayers and Window Trimmers,Internet browser software
27-1026.00,Merchandise Displayers and Window Trimmers,Office suite software
27-1026.00,Merchandise Displayers and Window Trimmers,Presentation software
27-1026.00,Merchandise Displayers and Window Trimmers,Video creation and editing software
27-1027.00,Set and Exhibit Designers,Art airbrushes
27-1027.00,Set and Exhibit Designers,Scissors
27-1027.00,Set and Exhibit Designers,Claw hammer
27-1027.00,Set and Exhibit Designers,Digital cameras
27-1027.00,Set and Exhibit Designers,Alternating current AC arc welder
27-1027.00,Set and Exhibit Designers,Power staple guns
27-1027.00,Set and Exhibit Designers,Paint brushes
27-1027.00,Set and Exhibit Designers,Saws
27-1027.00,Set and Exhibit Designers,Notebook computers
27-1027.00,Set and Exhibit Designers,Liquid crystal display projector
27-1027.00,Set and Exhibit Designers,Paint rollers
27-1027.00,Set and Exhibit Designers,Personal computers
27-1027.00,Set and Exhibit Designers,Pneumatic nail drivers
27-1027.00,Set and Exhibit Designers,Air compressors
27-1027.00,Set and Exhibit Designers,Platform step ladder
27-1027.00,Set and Exhibit Designers,Power saws
27-1027.00,Set and Exhibit Designers,Sewing machines
27-1027.00,Set and Exhibit Designers,Audio mixing consoles
27-1027.00,Set and Exhibit Designers,Nylon fabric sling
27-1027.00,Set and Exhibit Designers,Tablet computers
27-1027.00,Set and Exhibit Designers,Video creation and editing software
27-1027.00,Set and Exhibit Designers,Document management software
27-1027.00,Set and Exhibit Designers,Graphics or photo imaging software
27-1027.00,Set and Exhibit Designers,Desktop publishing software
27-1027.00,Set and Exhibit Designers,File versioning software
27-1027.00,Set and Exhibit Designers,Computer aided design CAD software
27-1027.00,Set and Exhibit Designers,Object or component oriented development software
27-1027.00,Set and Exhibit Designers,Development environment software
27-1027.00,Set and Exhibit Designers,Web platform development software
27-1027.00,Set and Exhibit Designers,Program testing software
27-1027.00,Set and Exhibit Designers,Data base user interface and query software
27-1027.00,Set and Exhibit Designers,Spreadsheet software
27-1027.00,Set and Exhibit Designers,Office suite software
27-1027.00,Set and Exhibit Designers,Electronic mail software
27-1027.00,Set and Exhibit Designers,Presentation software
27-1027.00,Set and Exhibit Designers,Data base management system software
27-1027.00,Set and Exhibit Designers,Word processing software
27-1027.00,Set and Exhibit Designers,Operating system software
27-1029.00,"Designers, All Other",
27-2011.00,Actors,Digital cameras
27-2011.00,Actors,Digital camcorders or video cameras
27-2011.00,Actors,Notebook computers
27-2011.00,Actors,MP3 players or recorders
27-2011.00,Actors,Personal computers
27-2011.00,Actors,Camera tripods
27-2011.00,Actors,Tablet computers
27-2011.00,Actors,Microphones
27-2011.00,Actors,Video creation and editing software
27-2011.00,Actors,Electronic mail software
27-2011.00,Actors,Web page creation and editing software
27-2011.00,Actors,Data base user interface and query software
27-2011.00,Actors,Operating system software
27-2011.00,Actors,Spreadsheet software
27-2011.00,Actors,Office suite software
27-2011.00,Actors,Presentation software
27-2011.00,Actors,Word processing software
27-2011.00,Actors,Instant messaging software
27-2011.00,Actors,Internet browser software
27-2011.00,Actors,Video conferencing software
27-2012.00,Producers and Directors,Desktop computers
27-2012.00,Producers and Directors,Tablet computers
27-2012.00,Producers and Directors,Notebook computers
27-2012.00,Producers and Directors,Digital camcorders or video cameras
27-2012.00,Producers and Directors,Media control systems
27-2012.00,Producers and Directors,Electronic viewfinder
27-2012.00,Producers and Directors,Special purpose telephones
27-2012.00,Producers and Directors,Audio vidio console
27-2012.00,Producers and Directors,Digital audio workstation DAW
27-2012.00,Producers and Directors,Personal computers
27-2012.00,Producers and Directors,Camera controllers
27-2012.00,Producers and Directors,Audio mixing consoles
27-2012.00,Producers and Directors,Stage or projection or studio lighting system
27-2012.00,Producers and Directors,Visual presenters
27-2012.00,Producers and Directors,Vectorscope
27-2012.00,Producers and Directors,Video editors
27-2012.00,Producers and Directors,Oscilloscopes
27-2012.00,Producers and Directors,Document management software
27-2012.00,Producers and Directors,Development environment software
27-2012.00,Producers and Directors,Video creation and editing software
27-2012.00,Producers and Directors,Music or sound editing software
27-2012.00,Producers and Directors,Graphics or photo imaging software
27-2012.00,Producers and Directors,Web page creation and editing software
27-2012.00,Producers and Directors,Desktop publishing software
27-2012.00,Producers and Directors,Data base user interface and query software
27-2012.00,Producers and Directors,Cloud-based data access and sharing software
27-2012.00,Producers and Directors,Project management software
27-2012.00,Producers and Directors,Content workflow software
27-2012.00,Producers and Directors,Web platform development software
27-2012.00,Producers and Directors,Desktop communications software
27-2012.00,Producers and Directors,Electronic mail software
27-2012.00,Producers and Directors,Enterprise application integration software
27-2012.00,Producers and Directors,Video conferencing software
27-2012.00,Producers and Directors,Sales and marketing software
27-2012.00,Producers and Directors,Data mining software
27-2012.00,Producers and Directors,Word processing software
27-2012.00,Producers and Directors,Office suite software
27-2012.00,Producers and Directors,Spreadsheet software
27-2012.00,Producers and Directors,Presentation software
27-2012.00,Producers and Directors,Process mapping and design software
27-2012.00,Producers and Directors,Operating system software
27-2012.00,Producers and Directors,Information retrieval or search software
27-2012.00,Producers and Directors,Instant messaging software
27-2012.03,Media Programming Directors,Radio core equipment
27-2012.03,Media Programming Directors,Desktop computers
27-2012.03,Media Programming Directors,Digital voice recorders
27-2012.03,Media Programming Directors,Media control systems
27-2012.03,Media Programming Directors,Radio frequency transmitters or receivers
27-2012.03,Media Programming Directors,Laser fax machine
27-2012.03,Media Programming Directors,Special purpose telephones
27-2012.03,Media Programming Directors,Personal computers
27-2012.03,Media Programming Directors,Audio mixing consoles
27-2012.03,Media Programming Directors,Tablet computers
27-2012.03,Media Programming Directors,Document management software
27-2012.03,Media Programming Directors,Graphics or photo imaging software
27-2012.03,Media Programming Directors,Video creation and editing software
27-2012.03,Media Programming Directors,Human resources software
27-2012.03,Media Programming Directors,Music or sound editing software
27-2012.03,Media Programming Directors,Web page creation and editing software
27-2012.03,Media Programming Directors,Electronic mail software
27-2012.03,Media Programming Directors,Data base user interface and query software
27-2012.03,Media Programming Directors,Web platform development software
27-2012.03,Media Programming Directors,Spreadsheet software
27-2012.03,Media Programming Directors,Office suite software
27-2012.03,Media Programming Directors,Presentation software
27-2012.03,Media Programming Directors,Cloud-based data access and sharing software
27-2012.03,Media Programming Directors,Word processing software
27-2012.03,Media Programming Directors,Calendar and scheduling software
27-2012.03,Media Programming Directors,Instant messaging software
27-2012.03,Media Programming Directors,Internet browser software
27-2012.04,Talent Directors,Scanners
27-2012.04,Talent Directors,Desktop computers
27-2012.04,Talent Directors,Digital camcorders or video cameras
27-2012.04,Talent Directors,Digital video disk players or recorders
27-2012.04,Talent Directors,Laser fax machine
27-2012.04,Talent Directors,Special purpose telephones
27-2012.04,Talent Directors,Personal computers
27-2012.04,Talent Directors,Tablet computers
27-2012.04,Talent Directors,Data base user interface and query software
27-2012.04,Talent Directors,Calendar and scheduling software
27-2012.04,Talent Directors,Web page creation and editing software
27-2012.04,Talent Directors,Electronic mail software
27-2012.04,Talent Directors,Operating system software
27-2012.04,Talent Directors,Spreadsheet software
27-2012.04,Talent Directors,Office suite software
27-2012.04,Talent Directors,Presentation software
27-2012.04,Talent Directors,Word processing software
27-2012.04,Talent Directors,Object or component oriented development software
27-2012.04,Talent Directors,Web platform development software
27-2012.04,Talent Directors,Enterprise resource planning ERP software
27-2012.04,Talent Directors,Video creation and editing software
27-2012.04,Talent Directors,Internet browser software
27-2012.05,Media Technical Directors/Managers,Video editors
27-2012.05,Media Technical Directors/Managers,Audio mixing consoles
27-2012.05,Media Technical Directors/Managers,Camera controllers
27-2012.05,Media Technical Directors/Managers,Desktop computers
27-2012.05,Media Technical Directors/Managers,Digital camcorders or video cameras
27-2012.05,Media Technical Directors/Managers,Notebook computers
27-2012.05,Media Technical Directors/Managers,Media control systems
27-2012.05,Media Technical Directors/Managers,Personal computers
27-2012.05,Media Technical Directors/Managers,Stage or projection or studio lighting system
27-2012.05,Media Technical Directors/Managers,Cassette players or recorders
27-2012.05,Media Technical Directors/Managers,Visual presenters
27-2012.05,Media Technical Directors/Managers,Computer servers
27-2012.05,Media Technical Directors/Managers,Video cassette players or recorders
27-2012.05,Media Technical Directors/Managers,Microphones
27-2012.05,Media Technical Directors/Managers,Video creation and editing software
27-2012.05,Media Technical Directors/Managers,Music or sound editing software
27-2012.05,Media Technical Directors/Managers,Web page creation and editing software
27-2012.05,Media Technical Directors/Managers,Graphics or photo imaging software
27-2012.05,Media Technical Directors/Managers,Project management software
27-2012.05,Media Technical Directors/Managers,Computer aided design CAD software
27-2012.05,Media Technical Directors/Managers,Development environment software
27-2012.05,Media Technical Directors/Managers,Object or component oriented development software
27-2012.05,Media Technical Directors/Managers,Operating system software
27-2012.05,Media Technical Directors/Managers,Electronic mail software
27-2012.05,Media Technical Directors/Managers,Spreadsheet software
27-2012.05,Media Technical Directors/Managers,Office suite software
27-2012.05,Media Technical Directors/Managers,Presentation software
27-2012.05,Media Technical Directors/Managers,Data base management system software
27-2012.05,Media Technical Directors/Managers,Word processing software
27-2012.05,Media Technical Directors/Managers,Data base user interface and query software
27-2012.05,Media Technical Directors/Managers,Information retrieval or search software
27-2012.05,Media Technical Directors/Managers,Customer relationship management CRM software
27-2021.00,Athletes and Sports Competitors,Badminton rackets
27-2021.00,Athletes and Sports Competitors,Gymnastic bars or beams
27-2021.00,Athletes and Sports Competitors,Baseball gloves
